GROUP_SET,GROUP_ID,lineup,TEAM_ID,team,GP,W,L,W_PCT,minutes,E_OFF_RATING,off_rtg,E_DEF_RATING,def_rtg,E_NET_RATING,net_rtg,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1629014-1629028-1630166-1631101-1641739-,A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,1610612757,POR,10,5,5,0.5,134.0,114.3,113.3,109.4,111.4,5.0,2.0,0.55,1.57,17.7,0.244,0.697,0.492,0.151,0.594,0.619,99.5,99.05,82.54,278,0.51,348,445,17546,7287,61,6971,10058,7427,8918,4196,7556,8382,8419,9550,11408,6155,6571,12533,7959,400520
Lineups,-202696-1628989-1629632-1630581-1641824-,N. Vučević - K. Huerter - C. White - J. Giddey - M. Buzelis,1610612741,CHI,9,7,2,0.778,134.0,124.4,122.9,118.5,117.6,5.8,5.2,0.683,2.38,22.4,0.306,0.787,0.562,0.137,0.607,0.635,103.3,104.38,86.98,293,0.542,425,243,14449,6081,60,5593,10986,7186,6356,2219,4425,6769,6529,5636,10613,5782,6026,9609,7305,401455
Lineups,-201566-203932-203999-1629008-1631128-,R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,1610612743,DEN,24,14,10,0.583,128.0,129.8,127.0,106.6,103.5,23.2,23.5,0.739,2.32,23.5,0.374,0.691,0.547,0.152,0.644,0.663,104.3,106.93,89.1,289,0.612,38,45,17923,7173,62,4954,9161,5487,5784,2296,4094,5090,8507,5982,11433,4882,5393,8392,5895,385165
Lineups,-1627751-1629628-1630558-1630567-1641711-,J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,1610612761,TOR,13,7,6,0.538,126.0,107.8,105.1,113.2,113.2,-5.4,-8.0,0.693,1.8,20.5,0.279,0.752,0.514,0.161,0.551,0.571,101.6,102.92,85.76,274,0.488,187,243,17719,7268,63,7938,10290,9978,6265,3874,5394,7250,6862,6761,11697,7235,7968,10358,8618,377780
Lineups,-101108-202687-203084-1628368-1630170-,C. Paul - B. Biyombo - H. Barnes - D. Fox - D. Vassell,1610612759,SAS,12,4,8,0.333,125.0,109.3,108.7,117.5,116.5,-8.2,-7.8,0.681,2.26,20.6,0.235,0.641,0.445,0.128,0.55,0.564,101.2,101.94,84.95,265,0.466,240,634,17859,9358,64,7579,10708,9968,6363,2317,5355,8442,10097,10477,10370,7239,8256,11014,9054,375750
Lineups,-202710-203110-1630541-1641764-1642366-,J. Butler III - D. Green - M. Moody - B. Podziemski - Q. Post,1610612744,GSW,18,15,3,0.833,125.0,109.5,109.6,94.0,93.6,15.5,16.0,0.717,2.29,20.2,0.252,0.752,0.504,0.124,0.536,0.566,95.8,95.99,79.99,249,0.61,78,39,16438,5915,65,7452,6624,6207,5920,2302,5445,7491,6863,6852,9904,7557,8225,14027,5922,374300
Lineups,-1628384-1628404-1628969-1628973-1630173-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,1610612752,NYK,22,13,9,0.591,124.0,108.3,104.9,119.4,114.3,-11.1,-9.4,0.592,1.23,16.4,0.301,0.705,0.502,0.179,0.544,0.59,98.8,102.59,85.49,263,0.468,45,54,17894,7168,66,7954,10552,10115,8506,5020,8785,6797,8274,6858,12574,7417,7440,10702,9004,370575
Lineups,-201144-203497-1628978-1629638-1629675-,M. Conley - R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,1610612750,MIN,29,19,10,0.655,123.0,116.9,116.7,94.9,93.2,22.0,23.5,0.736,2.36,21.4,0.303,0.73,0.531,0.131,0.577,0.601,96.8,97.76,81.47,251,0.643,19,15,17923,6950,67,6353,6584,5478,5804,2224,4944,6792,7791,6420,10438,6617,7048,13133,5411,368975
Lineups,-203497-1628978-1629638-1629675-1630162-,R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,1610612750,MIN,44,26,18,0.591,123.0,118.1,110.3,98.3,94.9,19.8,15.4,0.664,1.74,19.9,0.196,0.766,0.506,0.153,0.642,0.664,103.0,108.44,90.37,281,0.595,5,5,17983,7168,68,7343,6726,6235,7615,3945,6546,9275,6793,6843,11437,5010,5382,7668,6233,367830
Lineups,-201572-203081-1626171-1629018-1631260-,B. Lopez - D. Lillard - B. Portis - G. Trent Jr. - A. Green,1610612749,MIL,16,11,5,0.688,121.0,120.0,121.8,102.1,99.6,17.9,22.2,0.566,2.06,18.9,0.211,0.752,0.502,0.123,0.608,0.635,100.2,100.65,83.88,252,0.566,104,85,17546,6402,69,5727,6912,5592,8804,2438,6846,8714,6864,6859,9895,5751,6033,11688,6788,363395
Lineups,-203952-1628389-1629639-1630558-1642276-,A. Wiggins - B. Adebayo - T. Herro - D. Mitchell - K. Ware,1610612748,MIA,12,3,9,0.25,120.0,112.7,112.5,113.8,114.0,-1.1,-1.5,0.67,1.81,19.7,0.229,0.766,0.5,0.149,0.566,0.61,99.6,99.55,82.96,248,0.508,240,994,17894,9960,71,7005,10372,9482,6404,3853,6571,8495,6792,6860,11351,6884,6840,12274,7982,360195
Lineups,-1628384-1628404-1628969-1628973-1630579-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - J. Sims,1610612752,NYK,18,11,7,0.611,120.0,106.6,105.6,112.9,110.0,-6.2,-4.4,0.632,1.82,17.9,0.339,0.759,0.534,0.142,0.505,0.529,90.7,92.33,76.94,233,0.485,78,85,17815,7016,70,7885,9795,9674,7817,3843,7496,5309,6844,6328,10686,7924,9219,15228,8680,361045
Lineups,-1626179-1628389-1629312-1629639-1631170-,T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,1610612748,MIA,15,9,6,0.6,120.0,97.0,96.4,112.4,114.9,-15.4,-18.4,0.67,1.9,17.5,0.206,0.669,0.43,0.123,0.466,0.507,99.9,99.07,82.56,252,0.444,131,148,17719,7021,72,10282,10575,11010,6403,3765,7684,8752,8627,10865,9895,10204,9844,12527,9414,359015
Lineups,-201143-1628369-1628436-1630202-1630573-,A. Horford - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,1610612738,BOS,23,14,9,0.609,119.0,114.3,111.7,100.7,101.3,13.6,10.4,0.612,2.31,17.2,0.379,0.674,0.52,0.109,0.508,0.533,94.0,94.82,79.02,239,0.519,42,45,17894,7019,74,7159,9068,6672,8041,2298,7797,4944,8615,6674,9305,7917,9030,14363,7776,358395
Lineups,-201142-203078-203994-1626145-1626164-,K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,1610612756,PHX,12,8,4,0.667,119.0,105.7,103.9,125.0,120.9,-19.3,-17.1,0.736,2.19,23.1,0.104,0.709,0.422,0.143,0.576,0.591,101.3,103.83,86.52,258,0.44,240,199,17185,6411,75,8016,11443,10918,5803,2380,4142,10185,8223,11269,11275,6619,7402,9936,9551,357820
Lineups,-202681-202691-1629023-1629029-1641726-,K. Irving - K. Thompson - P. Washington - L. Dončić - D. Lively II,1610612742,DAL,14,11,3,0.786,119.0,129.4,127.9,105.7,104.4,23.7,23.5,0.582,2.45,19.5,0.361,0.694,0.531,0.116,0.604,0.622,99.7,100.88,84.07,251,0.596,156,85,16438,6078,76,4879,9234,5488,8594,2184,6627,5187,8435,6436,9717,5813,6484,11571,6230,356135
Lineups,-1628970-1630163-1630182-1631109-1641733-,M. Bridges - L. Ball - J. Green - M. Williams - N. Smith Jr.,1610612766,CHA,13,5,8,0.385,119.0,101.2,101.5,116.7,115.6,-15.5,-14.1,0.594,1.43,15.7,0.281,0.734,0.489,0.15,0.483,0.52,105.7,106.05,88.38,266,0.42,187,445,17859,9319,73,8124,10648,10549,8491,4682,9016,7237,7751,9583,11402,9996,9403,8800,9920,358460
Lineups,-1626157-1628404-1628969-1628973-1630173-,K. Towns - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,1610612752,NYK,11,7,4,0.636,116.0,113.1,118.1,116.6,115.2,-3.5,2.9,0.536,1.5,17.0,0.408,0.708,0.549,0.165,0.526,0.572,102.1,100.52,83.77,243,0.5,282,243,17185,6962,77,6272,10601,7363,9012,4241,7840,4429,8239,5963,11747,7717,7910,11741,8047,348825
Lineups,-201144-203497-1629675-1630162-1630183-,M. Conley - R. Gobert - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,26,16,10,0.615,114.0,124.6,123.0,100.9,97.0,23.7,26.0,0.68,2.59,20.1,0.355,0.78,0.557,0.115,0.564,0.6,96.1,98.66,82.22,235,0.616,29,32,17923,7006,78,5591,6851,5205,6379,1995,5447,5238,6589,5687,9695,6907,7174,12721,5799,342265
Lineups,-203944-1628978-1629675-1630162-1630183-,J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,32,18,14,0.563,113.0,108.4,104.6,116.8,108.9,-8.5,-4.3,0.612,2.26,16.5,0.216,0.708,0.466,0.096,0.497,0.556,98.1,103.48,86.24,240,0.473,14,19,17968,7232,79,7972,9658,9663,8043,2318,8767,8657,8226,10023,8808,9947,8489,10149,8924,339530
Lineups,-201566-203999-1629008-1631128-1631212-,R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,1610612743,DEN,29,19,10,0.655,113.0,120.9,115.9,115.8,116.9,5.1,-1.1,0.798,2.28,24.8,0.27,0.672,0.505,0.159,0.638,0.662,105.7,107.41,89.51,252,0.529,19,15,17923,6950,80,6612,10954,9469,4982,2315,3830,7385,8622,6849,11663,5030,5410,8178,7588,339190
Lineups,-201572-203081-203507-1627752-1631260-,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - A. Green,1610612749,MIL,27,18,9,0.667,110.0,107.5,107.0,97.5,92.5,10.1,14.5,0.506,1.55,14.5,0.203,0.786,0.504,0.12,0.523,0.566,102.6,105.53,87.94,242,0.575,24,19,17894,6411,82,7749,6535,6316,9076,4224,9480,8763,6531,6850,9842,7763,8226,9036,6576,329530
Lineups,-1628991-1629630-1629634-1630217-1642377-,J. Jackson Jr. - J. Morant - B. Clarke - D. Bane - J. Wells,1610612763,MEM,21,14,7,0.667,110.0,118.8,119.2,114.7,114.3,4.2,4.9,0.653,1.61,19.8,0.309,0.677,0.516,0.172,0.594,0.639,105.2,105.21,87.68,239,0.526,54,45,17815,6411,81,6134,10553,7222,7652,4160,6564,6712,8604,6744,12436,6156,5932,9197,7622,330535
Lineups,-2544-1627827-1629029-1629060-1630559-,L. James - D. Finney-Smith - L. Dončić - R. Hachimura - A. Reaves,1610612747,LAL,13,10,3,0.769,108.0,131.7,124.9,109.7,106.3,22.1,18.6,0.593,2.31,20.3,0.354,0.724,0.547,0.127,0.651,0.662,96.6,100.83,84.02,229,0.587,187,109,16438,6094,84,5450,9380,5908,8501,2297,5429,5242,7905,5981,10334,4799,5414,11589,6374,323485
Lineups,-203497-1628978-1629675-1630162-1630183-,R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,37,23,14,0.622,108.0,110.0,106.2,99.6,96.1,10.4,10.0,0.605,1.24,16.1,0.374,0.744,0.564,0.185,0.534,0.563,98.3,101.8,84.84,227,0.544,8,9,17968,7005,83,7840,6806,6702,8074,5017,8833,5090,7691,5563,12785,7604,8349,11085,7277,324625
Lineups,-1627751-1629628-1630193-1630567-1641711-,J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,1610612761,TOR,8,2,6,0.25,107.0,100.5,99.6,110.6,108.8,-10.1,-9.2,0.696,2.13,19.8,0.244,0.802,0.5,0.13,0.517,0.523,102.0,103.36,86.13,231,0.447,518,1668,17719,9960,86,10205,9656,10103,6251,2410,6553,8382,6010,6860,10390,7862,9300,10214,9396,319750
Lineups,-1629673-1641731-1642259-1642267-1642273-,J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,1610612764,WAS,13,2,11,0.154,107.0,101.3,101.8,109.3,110.8,-8.0,-9.0,0.571,1.78,15.8,0.23,0.637,0.435,0.118,0.485,0.527,104.6,103.65,86.38,228,0.445,187,1668,17941,10275,87,8117,9927,10070,8623,3878,8931,8493,10109,10820,9825,9990,9234,10048,9413,319535
Lineups,-1626167-1627783-1630169-1631097-1641767-,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - B. Sheppard,1610612754,IND,11,6,5,0.545,107.0,109.7,110.7,115.8,115.4,-6.1,-4.7,0.693,2.77,20.1,0.241,0.696,0.468,0.102,0.527,0.551,96.7,96.43,80.35,215,0.482,282,330,17546,7257,85,7312,10644,9690,6264,1897,5451,8390,8421,9953,9159,7712,8633,13728,8741,320330
Lineups,-1627747-1627777-1629027-1630168-1630700-,C. LeVert - G. Niang - T. Young - O. Okongwu - D. Daniels,1610612737,ATL,20,10,10,0.5,106.0,122.4,120.8,118.8,115.7,3.6,5.2,0.653,2.21,19.4,0.25,0.712,0.488,0.121,0.58,0.636,105.4,107.55,89.62,240,0.54,62,109,17923,7287,88,5804,10649,7192,7653,2359,6643,7492,8211,9588,9868,6554,5991,8089,7343,318665
Lineups,-203471-1627827-1629651-1629661-1630560-,D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,1610612751,BKN,9,3,6,0.333,106.0,114.0,116.2,103.8,104.2,10.1,12.0,0.611,1.83,18.4,0.284,0.693,0.488,0.139,0.566,0.603,98.5,97.34,81.12,216,0.552,425,994,17719,9358,91,6594,9219,6561,8044,3819,7111,7227,8439,9604,10651,6883,7026,13315,7096,317325
Lineups,-1626167-1629614-1630167-1630169-1631097-,M. Turner - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,1610612754,IND,30,22,8,0.733,106.0,113.6,110.9,110.9,106.5,2.8,4.4,0.652,2.22,18.8,0.264,0.628,0.46,0.117,0.549,0.584,101.1,104.5,87.08,230,0.537,15,12,17859,6312,90,7297,9420,7258,7656,2356,6888,7431,10210,10164,9730,7321,7556,9561,7421,318325
Lineups,-1626167-1627783-1630169-1631097-1631245-,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,1610612754,IND,9,4,5,0.444,106.0,112.7,113.8,117.5,119.2,-4.8,-5.4,0.681,1.59,19.9,0.316,0.731,0.53,0.179,0.571,0.605,99.9,98.74,82.28,218,0.49,425,634,17546,9121,89,6917,11112,9773,6364,4193,6547,6646,7783,6443,12575,6820,6973,12688,8599,318655
Lineups,-2544-203076-1626156-1629060-1630559-,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,1610612747,LAL,10,6,4,0.6,105.0,106.7,109.6,103.1,104.0,3.6,5.6,0.824,2.34,22.2,0.295,0.739,0.524,0.139,0.518,0.557,106.5,104.69,87.24,230,0.557,348,330,17185,7021,93,7453,9197,7149,4584,2231,4778,6932,7709,6601,10659,7850,8457,9478,6963,314300
Lineups,-202696-203897-1629632-1630172-1630245-,N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,1610612741,CHI,15,7,8,0.467,105.0,108.6,107.5,112.4,109.0,-3.8,-1.5,0.767,2.23,20.8,0.2,0.742,0.492,0.129,0.54,0.587,108.4,110.68,92.24,241,0.512,131,243,17859,9100,92,7695,9666,9486,5120,2355,5250,8766,7697,9557,10373,7484,7495,6820,7903,315490
Lineups,-203991-1629027-1629631-1630552-1630700-,C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,1610612737,ATL,16,10,6,0.625,104.0,114.7,111.7,100.1,100.0,14.6,11.7,0.688,2.56,18.7,0.331,0.748,0.536,0.104,0.515,0.564,107.4,108.9,90.75,240,0.618,104,109,17719,6980,94,7160,6913,6578,6316,2003,7013,6605,7677,6300,9197,7878,8257,7463,5777,313385
Lineups,-1626156-1629651-1629661-1630533-1630553-,D. Russell - N. Claxton - C. Johnson - Z. Williams - K. Johnson,1610612751,BKN,9,4,5,0.444,104.0,86.4,88.1,110.4,110.9,-24.0,-22.8,0.639,1.35,15.8,0.232,0.755,0.467,0.156,0.431,0.459,102.2,100.99,84.16,218,0.336,425,634,17546,9121,96,10935,9935,11408,7752,4742,9006,8450,6857,9956,11584,10754,11560,11519,11312,312265
Lineups,-202696-203897-1629632-1630245-1630581-,N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,1610612741,CHI,13,4,9,0.308,104.0,118.5,116.7,120.1,119.8,-1.5,-3.2,0.728,2.5,22.9,0.188,0.769,0.495,0.128,0.632,0.643,106.3,107.23,89.36,234,0.485,187,634,17894,9929,95,6355,11140,9590,5835,2009,4308,9308,6782,9533,10356,5136,5900,8239,8695,312885
Lineups,-1628379-1628991-1630217-1641744-1642377-,L. Kennard - J. Jackson Jr. - D. Bane - Z. Edey - J. Wells,1610612763,MEM,16,9,7,0.563,103.0,123.8,124.2,132.4,131.7,-8.6,-7.5,0.56,1.97,19.5,0.363,0.704,0.54,0.142,0.614,0.633,102.5,102.6,85.5,219,0.474,104,148,17815,7232,98,5475,12658,9932,8828,3748,6623,5186,8277,6175,10685,5643,6072,10696,8890,308760
Lineups,-1627736-1630191-1631204-1631323-1641842-,M. Beasley - I. Stewart - M. Sasser - S. Fontecchio - R. Holland II,1610612765,DET,25,13,12,0.52,103.0,111.4,109.3,116.0,115.2,-4.6,-5.9,0.721,1.55,19.6,0.29,0.667,0.493,0.177,0.596,0.618,104.7,106.07,88.39,226,0.464,34,54,17950,7283,97,7475,10603,9812,5912,4225,6594,6974,8629,9545,12552,6137,6585,8793,9076,309520
Lineups,-1628415-1630224-1630578-1631095-1641708-,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,1610612745,HOU,14,10,4,0.714,102.0,114.5,112.7,106.0,104.7,8.5,8.0,0.393,1.3,12.2,0.373,0.789,0.58,0.127,0.518,0.557,98.6,99.94,83.28,212,0.52,156,109,17185,6328,101,6997,9260,6967,11529,4916,10949,5092,6523,5131,10349,7841,8485,12089,7744,304740
Lineups,-1627832-1628415-1630224-1630578-1631106-,F. VanVleet - D. Brooks - J. Green - A. Sengun - T. Eason,1610612745,HOU,24,18,6,0.75,102.0,115.4,112.4,108.9,108.4,6.6,4.1,0.5,1.73,14.6,0.336,0.712,0.517,0.116,0.517,0.562,101.5,103.08,85.9,225,0.51,38,19,17719,6106,99,7119,9639,7281,9077,3948,9461,5313,8211,6714,9718,7852,8391,10323,7944,307325
Lineups,-2544-1627827-1629029-1629637-1630559-,L. James - D. Finney-Smith - L. Dončić - J. Hayes - A. Reaves,1610612747,LAL,14,9,5,0.643,102.0,120.6,117.4,118.0,116.3,2.6,1.1,0.639,3.12,19.4,0.14,0.736,0.457,0.082,0.58,0.625,96.3,98.32,81.93,207,0.514,156,148,17546,6957,102,6317,10701,7472,7754,1174,6637,9973,7743,10204,8224,6555,6436,12880,7861,304640
Lineups,-201566-203932-203999-1627750-1629008-,R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,1610612743,DEN,18,9,9,0.5,102.0,129.9,126.0,121.2,118.8,8.7,7.2,0.649,2.96,21.6,0.386,0.792,0.589,0.108,0.608,0.63,104.0,106.69,88.91,231,0.554,78,148,17894,7287,100,5018,11075,7017,7673,1865,4928,4891,6498,4978,9300,5755,6158,8442,7052,307045
Lineups,-101108-203084-1630577-1631110-1641705-,C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,1610612759,SAS,13,6,7,0.462,100.0,106.7,102.9,106.5,108.3,0.2,-5.4,0.709,1.65,18.9,0.302,0.728,0.523,0.163,0.511,0.547,98.9,99.83,83.19,209,0.51,187,330,17815,9107,104,8063,9592,9775,6141,4133,6879,6796,7800,6632,11725,7902,8721,12144,7951,298600
Lineups,-2544-1629029-1629060-1629637-1630559-,L. James - L. Dončić - R. Hachimura - J. Hayes - A. Reaves,1610612747,LAL,13,10,3,0.769,100.0,112.3,112.3,114.3,111.4,-2.0,1.0,0.624,1.61,19.4,0.234,0.813,0.542,0.164,0.583,0.609,104.3,105.66,88.05,219,0.508,187,109,16438,6094,103,7121,10059,7484,7975,4158,6642,8446,5966,6147,11743,6519,6868,8992,7986,299150
